text,label,char_len,word_count
Prostě boží! :),1,15,3
Doporučuji!,1,11,1
"Obrovská podložka , fakt obří !",1,31,6
"Je uzkáá což je dobrý , že to není zvedlé , na hraní ideální ! :)",1,65,16
Žádné - nemám :),1,16,4
Tenká,1,5,1
Příjemná na dotek,1,17,3
Sběr prachu a vlasů,0,19,4
"Obrovská podložka, pevně se drží na stole a ""neutíká"", povrch je zpočátku trošku hrubší ale snad po hodině Counter-Strike jsem si na to zvykl a už to nevnímám, používám jí k herní kryse Razer Taipan a nemůžu si ji vynachválit",1,225,40
"velká a pohodlná nejen pro myš, funguje skvěle s myší razer i s roccat",1,70,14
"Textil se špiní, ale to lze očekávat",0,36,7
Větší než jsem čekal,1,20,4
Myš po ní jezdí lépe než po stole,1,33,8
Náchylná na špínu ale to je dané materiálem,0,43,8
Nejlepší podložka na trhu,1,25,4
velice nízoučká,1,15,2
při přenášení se kroutí a pak nedrží tvar jako tlustčí látkové podložky,0,71,12
"Opravdu velká, celkem mě to šokovalo",1,36,6
Po rozbalení trochu smrdí,0,25,4
Velice kvalitní podložka. SteelSeries je záruka kvality.,1,56,7
jemný textilní povrch,1,21,3
srolovatelná,1,12,1
"gumový spodní povrch zajistí, že se nehýbe a zůstane na místě",1,61,11
jako bonus je přibalená samolepka :),1,36,6
"okraje by mohli být zavařeny, nebo jinak upraveny aby se po delším užívání netřepili",0,84,14
"perfektní povrch,",1,17,2
malá výška,1,10,2
Dost se špiní.,0,14,3
Po čase je potřeba měnit (interval 1-2 roky),0,44,8
"skvělá podložka, moje druhá v řadě, první vydržela 5 let",1,56,10
Skladná,1,7,1
A výborně sedne k myši od stejného výrobce.,1,43,8
Skvěla podložka za skvěle peníze,1,32,5
"Není to na všechny myši, ale na Microsoft Wireless Mouse 5000 je jako dělaná",1,76,14
Špiní se,0,8,2
"dostatečně veliká, odpovídá nárokům",1,35,4
"hůře se z ní dostávají částečky prachu ale nic co by nevyřešil ""lepící váleček na odstraňování chlupů z oblečení :) """,0,117,21
Vydrží celkem dost a skluz myši po ní je pohodlný,1,49,10
trochu rychle se špiní,0,22,4
Za tyto peníze pro mě naprosto nejlepší podložka.,1,49,8
"Žádné. Až se prošoupe, koupím určitě opět tuto novou.",0,53,9
Velká plocha pro myš,1,20,4
Omyvatelnost,1,12,1
Dobrý materiál na očištění prašnosti.,1,37,5
Dostatečná plocha,1,17,2
Výborný skluz myši,1,18,3
Velmi dobře drží na stole - necestuje,1,37,7
Ani po 10 dnech se nechce zcela narovnat levý okraj,0,51,10
"Velikost, povrch, neklouže po stole",1,35,5
kvalitní podložka,1,17,2
decentní vzhled,1,15,2
"vzhled, velikost, jednoduchost.",1,31,3
"Chytá se na ni každý drobeček, není od věci to jednou za týden utřít mokrou houbičkou.",0,86,16
"Úžasné hraní stříleček (CoD, CS:GO).",1,36,5
Hodně velká tim pádem nemusíte tahat podložku po stole.,1,55,9
Elegantní,1,9,1
Parádně šlape s Razer DeathAdder po kalibrování.,1,48,7
Kvalitní rohy,1,13,2
Myška by mohla více 'litat',0,27,5
"perfektní příjemný povrch, velký rozměr",1,39,5
Cena :-(,0,8,2
drží na stole,1,13,3
po obvodu se nedrolí ani netrhá,1,31,6
i po několika týdnech pořád trochu smrdí,0,40,7
"Podle mě nejlepší ""hadra"", ale je možné že v tom je určitá setrvačnost při nákupu.",1,82,15
"Vhodná na menší stůl, práce s optickou myší bez problémů a to včetně hraní her, drží jako přilepená.",1,100,18
"Vůně gumoviny, ale to se vypere.",0,32,6
nízká,1,5,1
dobře drží,1,10,2
obrovská,1,8,1
příjemný materiál,1,17,2
za tu cenu by asi nebolo fer nieco vytykat.,1,43,9
starsiu a mensiu verziu som mal minimalne 5 rokov a potom sa zacala ta guma drolit a podlozka vlnit ale to nepovazujem za zapor po tolkej dobe,1,142,27
niesu,0,5,1
ok.. mozno na zaciatku par dni smrdi gumou,0,42,8
není tlustá,1,11,2
"funguje výborně(velká, dobře se po ní jezdí, příjemná na dotek)",1,63,10
chytá se na ní prach,0,20,5
Luxusní velikost,1,16,2
Super povrch,1,12,2
Malá tloušťka,1,13,2
Dobrá skladnost,1,15,2
"Velká, myška na ní dokonale drží. Není studená ani když je velká zima( dobre pro karpály).",1,90,16
za tu cenu ideální volba jak pro práci tak pro hrani her,1,56,12
jediný problém - chytlavost bordelu,0,35,5
skladnost,1,9,1
prakticnost,1,11,1
velice příjemný povrch,1,22,3
tak akorát velká,1,16,3
neutrální vzhled,1,16,2
mám ji třetí den a jeden okraj je stále zkroucený,0,49,10
Za tu cenu!,1,11,3
Je velká,1,8,2
"Perfektně drží na stole, aniž by se hnula",1,41,8
Velmi dobrá na hraní,1,20,4
Jemný povrch,1,12,2
Látková,1,7,1
Velmi rychlé doručení,1,21,3
"Super, drží tvar a vlastnosti i když je pořád někde zmuchlaná",1,61,11
Znak už zmizel ale vlastnosti podložky ne,0,41,7
Perfektně po ní klouže myš,1,26,5
Na tomto povrchu je myš velmi přesná,1,36,7
Po neustálém používání se pomalu sloupává horní vrstva,0,54,8
"prodává se zabalená v ruličce, chvíli trvá než se ji podaří narovnat",0,68,12
na povrch se chytá prach snadněji než na hladkou podložku,0,57,10
Opravdu perfektní povrch.,1,25,3
"Doporučuju si před zakoupením dobře pročíst a uvědomit rozměry, je totiž skutečně velká, ale nůžky to vyřešily :o)",0,114,18
Žádné nevím ale určitě všechny má :D,1,36,7
nemá snad,0,9,2
Myš parádně klouže,1,18,3
Pár dní trvá než se narovná protože v balení je smoraná do ruličky,0,66,13
cena large v akcii,1,18,4
"povrch, presny pohyb mysou",1,26,4
cena za black Friday,1,20,4
hrúbka produktu,1,15,2
"Sú len asi 2mm vysoké, 2mm je max čo viem tolerovať, už ked mám používať 3mm tak mi to je nepohodlné",1,100,21
Skvele kĺže,1,11,2
Bez odporu.,1,11,2
Velkost,1,7,1
Lahko sa spini,0,14,3
Treba casto umyvat,0,18,3
prilnavost,1,10,1
rokmi overena kvalita znacky Steelseries,1,40,5
dizajn,1,6,1
najlepsia podlozka na hranie FPS hier,1,37,6
v kombinacii s kvalitnou mysou odvedie chirurgicku presnost,1,59,8
dcera mi ju trochu ohla a odvtedy ju neviem dorovnat :D,0,55,11
Po čase na nej vidno škrabance a vyblednutie,0,44,8
"Je to SteelSeries, tu nie je o com",1,34,8
lahko sa spini a tazko cisti,0,28,6
"Prechadzal som z podlozky Zowie, ktora bola hrubsia a maksia, musel som si nastavovat novu sensitivitu v hrach, nakolko mys sa hybe rychlejsie",0,142,23
Výborný povrch,1,14,2
Malé balenie,1,12,2
Dobre drží na stole,1,19,4
"Zabalená príde v rolke, pár minút potrvá kým sa na stole úplne vyrovná",0,70,13
vzhľad,1,6,1
rýchlo sa vyšúcha,0,17,3
pomer cena-kvalita,0,18,2
kvalitná látka,1,14,2
dobre veľká s myš mi nejde,1,26,6
rychla,1,6,1
presna,1,6,1
obrovska,1,8,1
Mozno az prilis velka :),0,24,5
veľkosťou postačuje,1,19,2
mal som aj jej väčšiu verziu a zhodujú sa kvalitou,1,50,10
drzi na stole,1,13,3
super na kvalitnu mysku,1,23,4
Ziadne.,1,7,1
Povrch je menej hladky ako stol. Nevidim dovod na kupu tejto podlozky.,0,70,12
"veľkosť, povrch",1,15,2
Najlepsia podlozka aka moze byt pre CS GO,1,41,8
Túto značku používam 10 rokov,1,29,5
sluzy na to naco ma,1,19,5
prijemny povrch,1,15,2
lahko sa cisti,1,14,3
ma iba 2mm hrubku,1,17,4
netrva dlho kym sa vyrovna (kedze v baleni je skrutena do valca),1,64,12
nesmyka sa na stole,1,19,4
zrolovana v baleni,0,18,3
lahko sa zaspini,0,16,3
S myškou od SteelSeries úplne najlepšia,1,39,6
"je malá , o čo mi išlo aby sa mi zmestila na stôl",1,49,13
Proste SteelSeries,1,18,2
"V balení je zrolovaná takže nesadne na stôl , ale to je tak s každou podložkou",0,78,16
splnila co mala,1,15,3
este aj po polroku vidno na okrajoch ze bola v obale ztocena,0,60,12
velmi dobre na nej sedí moja myš,1,32,7
užasná na hranie cs:go a hier na presnosť,1,41,8
"dokáže sa rýchlo zašpiniť, ale to zas až tak nevadí",0,51,10
mys po nej klze jedna radost,1,28,6
trochu sa chyta spina ale to vobec nevadi,0,41,8
Veľmi dobrá podložka na csgo a skvele po nej klže myš za tu cenu asi naj podložka čo viete zohnať,1,97,20
"veľká , tenká kvalitne prevedenie",1,33,5
prvotná vôna,0,12,2
velkost ako potrebujete pre CSGO :3,1,35,6
sedí na nej dokonale deathadder,1,31,5
"vyborny sklz, lahko sa da vyprasit, nesmyka sa po stole",1,55,10
velmi kvalitna podlozka,1,23,3
vyborne snima pohyb,1,19,3
hodí sa ku každej myši,1,22,5
dobre sa po nej chodí,1,21,5
veľká,1,5,1
Mys Razer Deathadder po nej super klze.,1,39,7
Hned po vybaleni dokonale rovna.,1,32,5
Par dni trochu smrdi :D,0,23,5
na sensei mys pasuje ako uliata,1,31,6
rohy sa nezosupuju,1,18,3
najlepsie podlozka na trhu,1,26,4
"ľahký nadpriemer, ale podložka použiteľná",1,41,5
"Logo na foto nezodpovedá logu na dodanej podložke (to ani nie je zápor, len upozornenie)",0,88,15
"Kvalita produktu šla dole, staršia podložka (identická) je znateľne kvalitnejšie vyrobená (material ale aj potlač)",0,114,15
všetko super,1,12,2
Kvalitný materiál,1,17,2
"Po inej podložke už asi nesiahnem. Je kvalitne spracovaná, vhodná na prácu i zábavu a navyše vyzerá skvele!",1,107,18
"Jednofarbená, nemá sňou problém snáď žiadna myš.",1,48,7
"Slúži presne tak, ako by podložka slúžiť mala, je fakt vynikajúca.",1,66,11
velká,1,5,1
SteelSeries,1,11,1
"super rozmery,",1,14,2
"dobry povrch,",1,13,2
"na prvý pohľad mi pripadala malá ale postupne zisťujem, že je tak akurát a skvele na nej funguje myš",1,100,19
"Výborná, oplatí sa",1,18,3
Treba si raz za čas nájsť chvíľku a umyť ju od potu/špiny. Aj zdola lebo prestáva dobre držať.,0,94,18
SteelSerie ...,1,14,2
"Výborná podložka - materiál, plocha i hrúbka",1,44,7
"Nič moc balenie - najmenej týždeň trvá, kým sa zrolovaná podložka roztiahne",0,75,12
Po pol roku až roku to chce vždy nový kus - okraje podložky sa rozstrapatia a rozpadnú,0,86,17
velký,0,5,1
"Dobra cena, na stoliku sa ani nepohne, za tu cenu by som inu ani nebral",1,71,15
mys po nej pekne klže,1,21,5
presnosť,1,8,1
cena/kvalita,1,12,1
pri praci sa ani nepohne,1,24,5
kvalita s Magic Mouse,1,21,4
dostatocne rozmery,1,18,2
Nezošúcha sa povrch,1,19,3
obycajna podložka uvidime kolko vydrži..,1,40,5
Najlacnejšia a najzákladnejšia podložka ktorú fakt musíte mať,1,61,8
V danej cenovej kategórii je to najlepšie čo môže byť,1,53,10
Vhodná pre hráčov,1,17,3
Veľké rozmery,1,13,2
Menšia,1,6,1
Dokonalá,1,8,1
veľká podložka s vynikajúcim povrchom,1,37,5
"nedeformuje sa, je možné zrolovať",1,33,5
"""mini"", no vacsiu by som ani nechcel",1,36,7
prijemna,1,8,1
o ničem nevím,0,13,3
Rozumná cena za 50 ks,1,21,5
"Verbatimky mám vyzkoušené, fungují skvěle",1,41,5
"Jsem spokojený s touto značkou. Jen se občas stane, že je nějaké DVD nefunkční.",1,79,14
"spolehlivá média, doposud mne nezklamala",1,40,5
"Klasika, která nezklame.",1,24,3
Dobrá kvalita záznamu.,1,22,3
"Občas se v cakeboxu vyskytnou jednotlivá DVD, které nelze naformátovat.",0,71,10
"Půlku krabičky sem musel vyhodit, protože to na něj nechtělo vypálit fotky. Zkoušel sem je i v jiných mechanikách a bylo to uplně to samý",0,137,25
všechny fungovaly,1,17,2
kde je jim konec,0,16,4
zatial ziadne,0,13,2
"Používám na archivaci projekčních změn, dlouhodobě bez problémů.",1,64,8
"Žádné zklamání, nevím o nevýhodách v této cenové katagorii.",0,59,9
Tak akorát klasické DVD se slušnou spolehlivostí.,1,49,7
"S firmou Verbatim jsem velice spokojený,oproti firmě  MediaRange.",1,65,8
kvalita na 99%,1,14,3
občas se objeví to 1%,0,21,5
1. Osvědčený výrobce - za přijatelné peníze vysoká kvalita.,1,59,9
2. Pracuji s tímto mediem již několik let a neměl jsem s ním žádný problém - spolehlivé medium.,1,95,18
3. Výrobek doporučuji.,1,22,3
bezproblémový,1,13,1
vyhovující,1,10,1
Velké balení za příznivou cenu.,1,31,5
Nikdy nezklamali kvalitou.,1,26,3
Vzdy bez problemu,1,17,3
"Rychlost, přehlednost",1,21,2
standardní kvalita od Verbatim,1,30,4
"Kvalitní média, která mám odzkoušená.",1,37,5
Běžně používáme.,1,16,2
Poměr cena výkon,1,16,3
Jsou moc kulaté.,0,16,3
(ironická narážka na tupce kteří kritizují zakoupenou věc zde na Alze a pak jí kritizují přestože vlastnosti danné věci byli předem dány),0,137,22
za nekolik let pouzivani zadny problem,1,38,6
kvalita verbatin.,1,17,2
lepsia ochrana oproti -R.,1,25,4
lepsie citanie oproti -R.,1,25,4
moc nevadi mali skrabanec.,1,26,4
"treba mat aj na +R mechaniku, ale to je snad jasne.",0,51,11
zatial vsetky napalene su OK,1,28,5
Vysoký standard firmy,1,21,3
Trvanlivost před použitím,1,25,3
kvalita za rozumnou cenu :-),1,28,5
Toto zboží používám dlouhodobě jsem s ním spokojen,1,50,8
cena by měla nižší a nebo výdrž vyšší.,0,38,8
Originál je dost drahý,0,22,4
"Dělá, co má",1,11,3
Inkoust,0,7,1
"Rychlost,  spolehlivost",1,23,2
"Originálka, ktorá nesklame, cenovo najvyhodnejšia na alze..",1,59,7
Vyššia cena oproti alternative,0,30,4
Je to HP.,1,9,3
Cena v. výdrž.,0,14,3
"spolehlivost, kvalita",1,21,2
cena neodpovídající výdrži.,0,27,3
extrémně drahý tisk,0,19,3
Cena je vyšší.,0,14,3
dostatečně velká výdrž,1,22,3
"Mohla by být levnější, moc listů se nevytiskne.",0,47,8
Obrovská cena za neskutečně malý objem!,0,39,6
Dobrá cena. Tisk bez problémů. Rychlé dodání.,1,45,7
Bezproblémové použití.,1,22,2
Poměrně vysoká cena.,0,20,3
Rychlá výměna,1,13,2
Vysoká cena s ohledem na množství tisku,0,39,7
při častém tisknutí malé balení,0,31,5
Není nad originální náplně.,1,27,4
rychlost,1,8,1
standardně kupuji,1,17,2
klsika,1,6,1
Perfektní tisk,1,14,2
tikne černě :-),1,15,3
standartní,1,10,1
"Co dodat, prostě to tiskne :)",1,29,6
zboží je (bylo) hned na skladě,1,30,6
mnohem levnější než v jiných kamenných obchodech,1,48,7
jiný obal než na fotografii by mohl někoho zmást,0,48,9
Splní účel,1,10,2
rychlá dodávka a dobrá cena,1,27,5
Raději XL vyplatí se více.,0,26,5
Výborná cena,1,12,2
rychle dodani a cena dobra,1,26,5
mám vyzkoušené,1,14,2
dobrá cena - zakoupeno v akci,1,29,6
Stejné jako výše.,1,17,3
Přznivá cena,1,12,2
Dobrá komunikace,1,16,2
Rychlé dodání zboží,1,19,3
Žádné připomínky,0,16,2
Kvalita originálu.,1,18,2
Cena!!!!!!!!!!!!!!!!!!!!!!!,0,27,1
"Nezapomenout včas použít, jinak zasychá (první žlutá).",0,54,7
"Moje tiskárna funguje pouze na originální cartrige. Ještě se nestalo, že by s originálkou nefungovala, na rozdíl od levných kompatibilit.",1,137,20
Bezproblémové použití,1,21,2
Vysoká cena s ohledem na počet barevných tisků,0,46,8
rychle je prázdná při velkém tisku,0,34,6
"Jak jsem psal, zdají se mi tyto tonery poněkud drahé.",1,53,10
tiskne :),1,9,2
Jednou jsem si koupil ňákou neznačkovou a ona mi za měsíc zaschla HP tohle nedělají a jdou aspoň dvakrát naplnit.,1,113,20
Normální cartridge - na pr... si z ní nesednu :),1,48,10
opakovaně nakupuji a jsem spokojena,1,35,5
Tiskne barevně :),1,17,3
V pohodě,1,8,2
"rychlost, CD jsou vhodbé jako audio - bez problémů fungují v Technicsu",1,70,12
jsou krásné,1,11,2
fungují,1,7,1
Zajímavý design,1,15,2
SP vizáž,1,8,2
vypadá to jako gramofonová deska,1,32,5
CD se na pohled zdají být kvalitnější než jiné,1,46,9
"jedno CD mělo kaz, naštěstí mimo záznamovou stopu, takže se dalo pořád použít.",0,78,13
super design,1,12,2
samolepka Verbatimky,0,20,2
"bohužel Verbatimka no, na vypalování nemám dobrou zkušenost",0,59,8
"Na muziku super.Vypadá to jako malá vinylová deska.Má to úroveň.Snad se vrstva nebude loupat.Garantují ale 100 let,za 50 už mě to bude jedno:)",1,142,23
Škoda že nejsou i 800megové.,0,28,5
"Oproti klasickým Verbatim Azo, které jsou vyráběné v Indii, jsou tyto Made in Japan by Mitsubishi Company.",1,106,17
"V krabičce jsou 5x2 různé barvy CD. Uvítal bych i verzi, kde by v krabičce byla barva jen jedna stejná na všech médiích.",0,120,23
"Pekný design, ešte neviem posúdiť čítanie na starších CD prehrávačoch, uvidí sa.",1,80,12
"Pred vypaľovaním ofúknite CD, na dvoch som mal malú smietku a CD sa síce vypálilo, ale bola vidieť medzera, ktorú mechanika spravila. Nedal som to CD ďalej.",0,156,27
Vypadají super,1,14,2
pěkný vzhled.,1,13,2
"Stárnou. Po několika letech nejdou přehrát v starší počítačové CD mechanice, jiná CD v ní přehrát jdou. V některých nových mechnikách  tato CD jdou přehrát.",0,156,25
vse v poradku,1,13,3
odebírám pravidelně,1,19,2
Krásný design.,1,14,2
No tak pořád je to jenom cédéčko :-),0,36,8
Design - vypadají jako opravdový vinyl,1,38,6
"design, rychlost",1,16,2
ještě by mohly být o něco levnější,0,34,7
skoro jako skutečný vinyl,1,25,4
Prostě vinyl :),1,15,3
Oproti starším verzím má dobře řešený místo na popis včetně linek,1,65,11
"Není to negativum přímo výrobku, jako spíš chybného ilustračního obrázku - na obrázku je místo popisových linek logo výrobce. Kvůli tomu jsem si objednal jen jedno balení a zbytek jsem vzal EMTEC vinyl. Škoda, býval bych vzal Verbatimů víc.",0,240,39
pěkný design,1,12,2
"plocha na popis je malá, to je ovšem dáno designem, který je pěkný ;)",0,69,14
vypalování bez problémů,1,23,3
Design,1,6,1
opravdu hezký a zdařilý design!,1,31,5
Super vzhled. Je to jen CD,1,26,6
Pekny vzhled,1,12,2
Skvěly vinyl vzhled,1,19,3
Retro vzhled,1,12,2
Dražší,0,6,1
Vinyl design,1,12,2
Spodní strana CD je klasicky duhová - konkurence nabízí black CD kde je i strana zápisu černá (samozřejmě lze přehrávat ve všech přehrávačích),0,142,23
i tak vypadají dobře :),1,23,5
nejsou čené i zespoda,0,21,4
Pekný vzhľad. Dobre sa na ne zapisuje,1,37,7
"CDčka sú určené hlavne pre zápis záložných zvukových CD diskov, preto majú tvar vinylových platní.",1,98,15
"Na 10 CD je 5 dvojíc označených rovnakou farbou, čiže sú farebne rozlíšené.",1,75,13
"Horná plocha CDčiek má vrúbkovaný drážkovaný čierny povrch podobný ako vynilové platne, čím sa nelesknú a nešmýkajú v prstoch.",1,126,19
O žiadnej neviem.,0,17,3
pekný dizajn,1,12,2
zatiaľ bez problémov s čítaním,1,30,5
Kvalita z tisiců kusů - žádná placka vadná,1,42,8
Ochranná vrstva,1,15,2
"Lze popsat, potisknout",1,22,3
"Ověřená kvalita, víc netřeba dodávat.",1,37,5
Výborná kvalita,1,15,2
Velká plocha pro potisk.,1,24,4
"Uprostřed trochu prosvítá, což není úplně chyba.",0,48,7
spolahlivost,1,12,1
Prostě média. Verbatim používám léta a takřka výhradně.,1,55,8
