text,label
"Dělá, co má",1
Cena,0
Inkoust,0
"Rychlost,  spolehlivost",1
"Originálka, ktorá nesklame, cenovo najvyhodnejšia na alze..",1
Vyššia cena oproti alternative,0
Je to HP.,1
Cena v. výdrž.,0
"spolehlivost, kvalita",1
cena neodpovídající výdrži.,0
jednoduchá instalace,1
extrémně drahý tisk,0
Bez problémů,1
Cena je vyšší.,0
dostatečně velká výdrž,1
cena,0
Cena,0
Spokojenost.,1
"Mohla by být levnější, moc listů se nevytiskne.",0
Obrovská cena za neskutečně malý objem!,0
Dobrá cena. Tisk bez problémů. Rychlé dodání.,1
nejsou,0
Bezproblémové použití.,1
Poměrně vysoká cena.,0
vysoká cena,0
Rychlá výměna,1
Vysoká cena s ohledem na množství tisku,0
dobré,1
při častém tisknutí malé balení,0
Není nad originální náplně.,1
rychlost,1
nevím,0
standardně kupuji,1
klsika,1
originál je originál,1
nic,0
Slušná cena,1
Perfektní tisk,1
tikne černě :-),1
1,1
standartní,1
"Co dodat, prostě to tiskne :)",1
zboží je (bylo) hned na skladě,1
mnohem levnější než v jiných kamenných obchodech,1
jiný obal než na fotografii by mohl někoho zmást,0
Splní účel,1
Nízká cena,1
rychlá dodávka a dobrá cena,1
žádné,0
Originál,1
Raději XL vyplatí se více.,0
Výborná cena,1
rychle dodani a cena dobra,1
spokojenost,1
mám vyzkoušené,1
dobrá cena - zakoupeno v akci,1
žádné,0
Stejné jako výše.,1
Přznivá cena,1
Dobrá komunikace,1
Rychlé dodání zboží,1
Žádné připomínky,0
vyhovuje,1
Funguje,1
V pohodě,1
Nic,0
"rychlost, CD jsou vhodbé jako audio - bez problémů fungují v Technicsu",1
jsou krásné,1
fungují,1
.,1
Zajímavý design,1
SP vizáž,1
Super,1
vypadá to jako gramofonová deska,1
CD se na pohled zdají být kvalitnější než jiné,1
"jedno CD mělo kaz, naštěstí mimo záznamovou stopu, takže se dalo pořád použít.",0
super design,1
samolepka Verbatimky,0
"bohužel Verbatimka no, na vypalování nemám dobrou zkušenost",0
"Na muziku super.Vypadá to jako malá vinylová deska.Má to úroveň.Snad se vrstva nebude loupat.Garantují ale 100 let,za 50 už mě to bude jedno:)",1
Škoda že nejsou i 800megové.,0
Ok,1
Nic,0
"Oproti klasickým Verbatim Azo, které jsou vyráběné v Indii, jsou tyto Made in Japan by Mitsubishi Company.",1
"V krabičce jsou 5x2 různé barvy CD. Uvítal bych i verzi, kde by v krabičce byla barva jen jedna stejná na všech médiích.",0
"Pekný design, ešte neviem posúdiť čítanie na starších CD prehrávačoch, uvidí sa.",1
"Pred vypaľovaním ofúknite CD, na dvoch som mal malú smietku a CD sa síce vypálilo, ale bola vidieť medzera, ktorú mechanika spravila. Nedal som to CD ďalej.",0
Vypadají super,1
pěkný vzhled.,1
"Stárnou. Po několika letech nejdou přehrát v starší počítačové CD mechanice, jiná CD v ní přehrát jdou. V některých nových mechnikách  tato CD jdou přehrát.",0
vse v poradku,1
odebírám pravidelně,1
vše OK,1
žádné,0
Krásný design.,1
No tak pořád je to jenom cédéčko :-),0
Design - vypadají jako opravdový vinyl,1
"design, rychlost",1
ještě by mohly být o něco levnější,0
skoro jako skutečný vinyl,1
Prostě vinyl :),1
Oproti starším verzím má dobře řešený místo na popis včetně linek,1
"Není to negativum přímo výrobku, jako spíš chybného ilustračního obrázku - na obrázku je místo popisových linek logo výrobce. Kvůli tomu jsem si objednal jen jedno balení a zbytek jsem vzal EMTEC vinyl. Škoda, býval bych vzal Verbatimů víc.",0
pěkný design,1
"plocha na popis je malá, to je ovšem dáno designem, který je pěkný ;)",0
vypalování bez problémů,1
Design,1
opravdu hezký a zdařilý design!,1
ok,1
nic,0
Super vzhled. Je to jen CD,1
Nic,0
Pekny vzhled,1
SUPER,1
Skvěly vinyl vzhled,1
Retro vzhled,1
Dražší,0
Vinyl design,1
Spodní strana CD je klasicky duhová - konkurence nabízí black CD kde je i strana zápisu černá (samozřejmě lze přehrávat ve všech přehrávačích),0
vzhled,1
i tak vypadají dobře :),1
nejsou čené i zespoda,0
Pekný vzhľad. Dobre sa na ne zapisuje,1
"CDčka sú určené hlavne pre zápis záložných zvukových CD diskov, preto majú tvar vinylových platní.",1
"Na 10 CD je 5 dvojíc označených rovnakou farbou, čiže sú farebne rozlíšené.",1
"Horná plocha CDčiek má vrúbkovaný drážkovaný čierny povrch podobný ako vynilové platne, čím sa nelesknú a nešmýkajú v prstoch.",1
O žiadnej neviem.,0
pekný dizajn,1
zatiaľ bez problémov s čítaním,1
.,1
Kvalita z tisiců kusů - žádná placka vadná,1
Ochranná vrstva,1
"Lze popsat, potisknout",1
"Ověřená kvalita, víc netřeba dodávat.",1
Výborná kvalita,1
Nízká cena,1
Nic,0
Velká plocha pro potisk.,1
"Uprostřed trochu prosvítá, což není úplně chyba.",0
spolahlivost,1
Prostě média. Verbatim používám léta a takřka výhradně.,1
Nic.,0
Značkové médium pro záznam,1
Výborné pro potisk povrchu,1
Žádné,0
Největší potisknutelná plocha (vnitřní 22 a vnější 119 mm),1
Kvalitní povrch - na 200 CD bylo 1 s drobnou vadou v tiskové ploše.,1
Bezproblémový zápis dat,1
je to kulaté,1
kapacita,0
Cena,1
Kvalita,1
Prevedenie,1
CD naprosto vyhovuje mým požadavkům,1
Jde o dlouholeté osvědčené standardní zboží.,1
Doporučuji ostatním.,1
Zboží nemá žádné nevýhody.,0
veľa muziky a málo peňazí. super.,1
štandard za dobrú cenu,1
cena,1
nic,0
průměrná kvalita,1
Mám na  mysli veškeré zboží co jsem u vás koupil nebyli vůbec žádné problémy.,1
"Kvalitní, dobře se potiskávají, neměla jsem žádné aušusové kusy.",1
"Potřebuje delší čas na zaschnutí, může se mazat.",0
jistota značky,1
nic,0
"Potisk na inkoustové tiskárně bez problémů, rychle schne. Zatím žádný vadný kus.",1
Také dobré frisbee,1
Ale lehce se to zlomí a svítí to do očí,0
Spolehlivost,1
OK,1
Nic,0
Funguje,1
Lze snadno potisknout,1
Výsledek vypadá profesionálně,1
Nákladný potisk,0
"fuuj, CD... to je media 90-tych let",0
Super médium,1
Spolehlivé,1
krásný matný bílý povrch,1
Cena.,1
Potlač vyzerá fajn.,1
spolahlive CD,1
nepoznam,0
Kvalitný a aj cenovo výhodný,1
výborné,1
top v cd-r,1
Kvalitné CD.Odporúčam.,1
Bezproblémový zápis i na maximálnej rýchlosti (dnes už samozrejmosť),1
"Dávnejšie mali podstatne kvalitnejšiu printable vrstvu, teraz zreteľne presvitá kruh okolo stredu",0
"Žiadne plus oproti MediaRange, len vyššia cena",0
Vždy kvalitní,1
žádný problém,1
Funguje,1
Nic,0
verbatim klasika,1
svůj účel splní,1
"levné, kvalitní",1
nic,0
"Potisk jde snadno. Inkoust skvěe přilne, nic se nepatlá ani nerozpíjí. Když někomu vypálím dvd tak to vypadá profi.",1
Drahé.,0
12 let nepoužívám jiná média,1
žádná reklamace od mých zakázníků,1
poměr cena a kvalita,1
až je přestanou prodávat..   :-(,0
Nikdy nezklamaly,1
nic,0
Velká chybovost.,0
osvědčená média,1
dlouhá trvanlivost,1
Asi standard.,1
Zatím žádný problém při pálení a verifikaci.,1
Ja kupujem len tieto.,1
"Kvalitne, potlacitelne media",1
nie su,0
DVD funguji,1
"Používám dlouho, nemají chybu",1
"cena,kvalita",1
nic,0
"Neviem čo sa stalo, ale z 25ks som mal 7 zle napálených.. Striedal som aj napalovačku v stolnom PC a v notebooku, obidve sem tam zlyhali. Predtým som podobný problém nemal. Takže tento produkt už kupovať nebudem.",0
Dobrý nosič. Léty prověřený,1
NIC,0
dobrá cena potisk bez chyby,1
nic,0
spolehlivé,1
dostatek místa pro potisk,1
Na místě navíc zakoupeny slim dvd obaly. V každém druhém balení (po 10 ks) byl vždy první obal prasklý. Asi se nevyplatí 3 ks slim obalu reklamovat?!,0
"spolehlivé, jinou značku nekupuju",1
ok,1
pohodlný nákup za dobrou cenu,1
vše,1
nic,0
cena,1
kvalita,1
spokojenost,1
žádné,0
Super médium,1
Spolehlivé,1
spokojenost,1
žádné,0
Ovědčená kvalita,1
logo uprostřed,0
Kvalita za dobrú cenu,1
Neodporúčame!!!,0
"Na čom dnes začínam pracovať s CD Z 25 kusov je poškodených 18 kusov môžete to vidieť na obrázku Musel som vyhodiť 18 CD prosím vyriešte tento problém. Buď pošli peniaze späť, alebo počkám, kým ich pošlú... Zranenia sú viditeľné na obrázku. S pozdravom Ing Csaba..",0
Dobrá kvalita,1
cena,1
overená kvalita,1
Kvalita,1
Cena,1
veľmi kvalitná potlač na toto médium,1
"Osvedčená kvalita, potlačiteľné.",1
môj oblúbený výrobok,1
Kvalitná printable DVD disky,1
Žiadne.,0
kupujem len tento druh DVD.,1
vyhovuje vo všetkých smeroch ;-),1
Dobrá kvalita,1
Výborná výdrž zápisu,1
Dobrá kvalita za rozumnou cenu,1
Všechno v nejlepím pořádku,1
Vše proběhlo tak jak nabízí reklama,1
Data drží - zatím :),1
vše v pořadku,1
Naprostou většinou jsou ndisky OK.,1
"Pokud je problém, jsem navíc přesvědčen, že chyby jsou spíše v již historické technice, kterou používám...",0
standardní kvalita,1
cena,0
Bez problémů funguje za dobrou cenu,1
Čisťounká plocha pro tisk,1
kvalitní medium,1
Tyto DVD používám již několik roků. Vadné kusy se objevili jen v několika málo případech.,1
štardatná kvalita,1
"Osvědčené médium, které již několik roků využívám. Vadné kusy jsou spíše vzácností.",1
Nevím o záporech.,0
"S tímto typem DVD jsem spokojená, jak kvalitou, tak i cenou.",1
Vynikajuce pre atramentove tlaciarne Canon. Nemam s nimi ziadny problem,1
Ziadne,0
"Dá sa na neho pekne tlačiť z atramentovej tlačiarne, obrázok pekne vynikne.",1
Zatiaľ žiadne,0
Nakup jsem již udělala několikrát. Jsem spokojená s kvalitou i cenou.,1
Doporučuji.,1
Nevím,0
Verbatim je značka a tá sama o sebe zaručuje kvalitu a dlhodobú trvanlivosť diskov.,1
Prostě funguje.... 3 roky jiné neberu. Pavel,1
Výhodnější cena.,1
"Tradičně velké množství vadných kusů (necelá polovina) u kterých je problém s vypalováním. Používám dražší vypalovačku i placený kvalitní software na vypalování ale pack 50 ks již nikdy nekoupím. Kupuji většinou pack 25 ks, kde je to podstatně lepší a teď po dlouhé době jsem zkusil tento 50 ks a bohužel nic se nezměnilo, tak jako dříve stále velké množství zmetků.",0
"10% DVD je chybných, poškodené, budem reklamovať",0
"kvalitní medium, věrohodné barvy tisku",1
Výkon / cena,1
Bez problémů ve 4 různých PC vypalovačkách a stolním TV recordéru.,1
"Uvítal bych ""bulk"" balení bez krabičky ""cakebox"" za nižší cenu.",0
"100 % spokojenost,",1
Spolehlivé a snadno potisknutelné. Skoro profesionální vzhled.,1
Nezjištěny,0
možnost potisku,1
Naprosto bez problémů.,1
Žádné.,0
"vhodné pro potisk, na horní straně neobsahuje žádný text",1
Absolutní spokojenost,1
"OK, spokojenost",1
Stálá jistota.,1
Žádné,0
Možnost potisku.,1
"Ne každá tiskárna ví kolik na to má dávat barvy, někdy se to rozpilo, povrch nesaje inkoust tak jako papír.",0
Se zbožím jsem velice spokojený.,1
Potisk na DVD disku dobře drží a,1
nerozmazává se.,1
Běžně používáme.,1
Používam už dlhé roky.Verbatim je najlepší.,1
Nič,0
dodané  promtne a presne,1
Ešte sa nepokazilo,1
kvalitné,1
dolhodobá trvanlivosť a nepoškodenosť,1
dobrá cena,1
žiadne,0
kvalitná značka,1
spoľahlivosť,1
nízka cena,1
odporúčam kúpiť,1
žiadne,0
kvalitny povrch DVD,1
Dobrá cena. Kvalitní provedení.,1
Kvalitní bužírka,1
Kvalitní kabel s plastovým jádrem,1
"velke balenie, 305m (prerabam internetovu kabelaz)",1
mikrofon skvělý,1
"Sluchátka mají výrazné středy, skoro žádné basy. Pro účely komunikace velmi dobrá.",1
Bezkonkurenční poměr cena/užitná hodnota,1
Pro náročnější poslech hudby nevhodná,0
fungují opravdu dobře,1
mám je dlouho a zatím žádný problém,1
cena a výdrž,1
Velice kvalitní sluchátka,1
Kompaktní rozměr,1
"Optimální k použití do mobilu, MP3 přehrávače",1
"Čistý zvuk, dobrá komunikace",1
"levné provedení, příliš křehké",0
Jsou nutné 2 jacky. Což v popisu není. Pro mobil nebo novější PC nepoužitelné bez rozbočovače. Vrátil jsem hned po doručení bez rozbalování.,0
Lehké,1
Nastavitelná hlasitost,1
Netlačí,1
Mikrofon by mohl klidně být trochu dále od úst,0
za málo peněz dostačující,1
Zesilovac primo na dratu,1
Zvlast konektor pro mikrofon a zvlast pro sluchatka,1
Nejsou špatné,1
Musíme mít zvlášť mikrofon a sluchátka v pc což je občas problém,0
"Lehká, levná příjemná na hlavě",1
Mají 2 jacky - zvlášť mikrofon a sluchátka. Hodí se na příležitostné použití s PC které má dvě zdiřky. Poněkud zastaralé.,0
malé,1
lehké,1
splňují očekávání,1
vhodné na občasné telefonování,1
ne,0
vše zatím funguje tak jak má,1
člověk slyší a je slyšen,1
za tu cenu naprosto dostačující,1
"hůř se otáčí mikrofon, ale nic dramatického",0
Super cena/kvalita a vykyvny nikrofon,1
"Je zakoncen dvema jacky, musel jsem dokoupit redukci",0
levné,1
slušný zvuk,1
mikrofon,1
pohyb mikrofonu pouze cca 120°,0
sedí dobře na palici..:-),1
nejsou,0
"Ac se to zda byt divne, tak tyto sluchatka i presto, ze stoji par korun maji opravdu vyborny zvuk, jak cistotu tak i basy. Kupuju si je uz cca 10 let. Doporucuju jak na hrani her, tak i na poslech hudbu. Co se tyce mikrofonu, tam jsem taky spokojenost... zkusenost, 10 let kecani pres TS.",1
"Sluchatka vydrzi cca 2 roky, coz je vzhledem k jejich cene myslim dostacujici. Pak se vetsinou pokazi ovladani hlasitosti, diky cemus prestava hrat jedno sluchatko.",0
Nízká cena,1
Dobrý mikrofon,1
Ovládani hlasitosti,1
"Špatná kvalita zvuku ze sluchátek, při této ceně to není až tak podstatné.",0
ok,1
"lehká, levná, možnost regulace hlasitosti",1
nevím o žádných záporech,0
za tu cenu funkční,1
cena,1
mikrofon,0
kvalita zvuku,0
"Mám stejné již 6 let a stále dobře fungují, proto jsem neváhal koupit další.. Na skype nebo občas na hudbu úplně stačí",1
"Syn je naprosto spokojen, může komunikovat s kamarády a moc se mu líbí.",1
bez námitek,0
cena,1
slušný zvuk,1
na telefonování bohatě stačí,1
mohl by být delší kabel,0
bezproblémové při denním používání,1
nic,0
Za ty peníze dobré sluchátka,1
Vcelku dobrý mikrofon,1
Za tu cenu sluchátka splnila očekávání.,1
Nic,0
"fungují dobře, netlačí",1
Cena,1
Příjemné basy.,1
Netlačí na uších.,1
nic,1
zlý,0
dobrý zvuk,1
dobre držia na hlave,1
s mikrofónom,1
žiadne,0
lacne,1
"chýba informácia, že sluchadlá obsahuju dva jacky, musel som doobjednať redukciu",1
Pekný vzhľad a to je asi všetko,1
Cena,1
"Dve koncovky zbytočné... Neviem prečo ale chvíľu keď volám a pohnem sa prestane ma počuť druhá strana, je tam asi nejaký zlý kontakt...",0
cakal som ine pripojenie... mal som si to pozriet:(,0
cena,1
nevysychá,1
intenzivní barva,1
Kvalita a výdrž originálu se nedá porovnat s levnými náhražkami.,1
kvalita barev,1
stále docela vysoká cena,0
tiskne,1
originál,1
cena,0
Když tisknu fotky tak to noname nezvládá,1
Cena,0
"Funguje normálně, doporučuji.",1
nic,0
originalni toner,1
cena,0
Cena,0
"Originální toner, tisková hlava by měla déle vydržet.",1
Doporučuji,1
Žádné,0
OK,1
Nic,0
Drahé jako prase,0
skvele tiskne,1
proc je to tak drahe?,0
cena,0
nezasychá,1
nezasychá,1
"Pasuje do tiskaren Canon, aspon do nekterych",1
Modra je dobra,1
"Vubec ji nezalezi na barve. Micha se rada s cervevnou, zlutou a i s cernou",1
Najdou se tiskarny Canon do kterych vubec nejde,0
Nejde ani do tiskaren jinych znacek,0
"Je to tak trochu rasista. Furt jen modra, modra....",0
cena,1
cena,1
cena,1
kvalita barev,1
stále docela vysoká cena,0
"Dobrá, rychlá služba vyvažuje vyšší cenu ...",1
kvalitní barva do fototiskáren,1
vysoká cena,0
cena,0
cena,0
Vysoce kvalitní inkoust,1
Poměrně drahý,0
Vysoce kvalitní inkoust,1
drahý,0
Vysoce kvalitní inkoust,1
Poměrně drahý,0
spolehlivost,1
cena,0
"originál kazeta, tisková hlava krmená výhradně touto drahou stravou stále funguje bez problémů",1
cena,0
originální kvalita,1
žádné,0
Když tisknu fotky tak to noname nezvládá,1
Cena,0
Když tisknu fotky tak to noname nezvládá,1
Cena,0
Když tisknu fotky tak to noname nezvládá,1
Cena,0
Cena,0
Cena,0
Cena,0
Originál za dobrou cenu.,1
nic,0
funguje,1
nic,0
funguje,1
nic,0
Ideální náplň do tiskáren Canon.,1
"Bylo by příjemné, kdyby byla o něco lacinější",0
Spolehlivý originál,1
Dost drahý,0
Žádné,0
Žádné,0
originalni toner,1
cena,0
originalni toner,1
cena,0
originalni toner,1
cena,0
Cena,0
Cena,0
Cena,0
"Originální toner, tisková hlava by měla déle vydržet.",1
Na rozdíl od některých neznačkových náplní dává věrné barvy.,1
OK,1
Nic,0
Ok,1
Nic,0
OK,1
Nic,0
"Ideální náplň do tiskáren Canon,",1
"Bylo by příjemné, kdyby byla o něco lacinější.",0
kvalita,1
cena,0
tiskne,1
cena,0
tiskne,1
cena,0
tiskne,1
cena,0
U asi 60 ks bez závad,1
Jen ta cena,0
U asi 60 ks bez závad,1
